curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,Category 11,Category 12,Category 13,Category 14
,CO_331:0000717,RnSph_Et_1to9,SOILPH,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_7.6,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000353,Reaction to acidic pH soil,Abiotic stress,The response of the plant to acidic pH soil,,RnSph,,Plant,pH soil tolerance,Legacy,Huaman1991:Def_7.6,CO_331:0000469,Visual estimation - Reaction of the plant to soil,Estimation,Observe the reaction to pH soil and rate it. The reaction is estimated by observing the appearance of plants in response to acid and heavy soils with pH below 5.0,,Huaman1991:Def_7.6,CO_331:0000587,RnSph 5 pt. scale,Ordinal,,,,Huaman1991:Def_7.6,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000718,RnSTp_Et_1to9,SOILTEMP,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_7.7,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000354,Reaction to high soil temperature,Abiotic stress,The response of the plant to high soil temperature,,RnSTp,,Plant,High soil temperature,Legacy,Huaman1991:Def_7.7,CO_331:0000470,Visual estimation - Reaction of the plant to high soil temperature,Estimation,Observe the reaction to high soil temperature and rate it. The reaction is estimated by observing the appearance of plants during a hoy season with day temperatures with peaks of more than 40°C,,Huaman1991:Def_7.7,CO_331:0000588,RnSTp 5 pt. scale,Ordinal,,,,Huaman1991:Def_7.7,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000719,RnWISPW_Et_1to9,WISPWV,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.2,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000355,Reaction to West Indian sweet potato weevil,Biotic stress,The reaction of the plant to the West Indian sweet potato weevil,,RnWISPW,,Plant,Reaction to west indian weevil,Legacy,Huaman1991:Def_8.1.2,CO_331:0000471,Visual estimation - Reaction of the plant to West Indian sweet potato weevil,Estimation,Observe the reaction to West Indian sweet potato weevil and rate,,Huaman1991:Def_8.1.2,CO_331:0000589,RnWISPW 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.2,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000720,RnSSPW_Et_1to9,STSPWV,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.3,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000356,Reaction to Striped sweet potato weevil,Biotic stress,The reaction of the plant to Striped sweet potato weevil,,RnSSPW,,Plant,Reaction to Striped weevil,Legacy,Huaman1991:Def_8.1.3,CO_331:0000472,Visual estimation - Reaction of the plant to Striped sweet potato weevil,Estimation,Observe the reaction to Striped sweet potato weevil and rate it,,Huaman1991:Def_8.1.3,CO_331:0000590,RnSSPW 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.3,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000721,RnSPWW_Et_1to9,SPWW,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.4,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000357,Reaction to Sweet potato wire worms,Biotic stress,The reaction of the plant to Sweet potato wire worms,,RnSPWW,,Plant,Reaction to Sweet potato wire worms,Legacy,Huaman1991:Def_8.1.4,CO_331:0000473,Visual estimation - Reaction of the plant to Sweet potato wire worms,Estimation,Observe the reaction to Sweet potato wire worms and rate it,,Huaman1991:Def_8.1.4,CO_331:0000591,RnSPWW 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.4,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000722,RnWW_Et_1to9,WIREWORMS,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.5,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000358,Reaction to Wire worms,Biotic stress,The reaction of the plant to Wire worms,,RnWW,,Plant,Reaction to wire worms,Legacy,Huaman1991:Def_8.1.5,CO_331:0000474,Visual estimation - Reaction of the plant to Wire worms,Estimation,Observe the reaction to Wire worms and rate it,,Huaman1991:Def_8.1.5,CO_331:0000592,RnWW 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.5,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000723,RnSPFB_Et_1to9,SPFB,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.6,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000359,Reaction to Sweet potato flea beetles,Biotic stress,The reaction of the plant to Sweet potato flea beetles,,RnSPFB,,Plant,Reaction to Sweet potato flea beetles,Legacy,Huaman1991:Def_8.1.6,CO_331:0000475,Visual estimation - Reaction of the plant to Sweet potato flea beetles,Estimation,Observe the reaction to Sweet potato flea beetles and rate it,,Huaman1991:Def_8.1.6,CO_331:0000593,RnSPFB 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.6,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000724,RnFB_Et_1to9,FLEABEETLE,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.7,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000360,Reaction to flea beetles,Biotic stress,The reaction of the plant to flea beetles,,RnFB,,Plant,Reaction to flea beetles,Legacy,Huaman1991:Def_8.1.7,CO_331:0000476,Visual estimation - Reaction of the plant to flea beetles,Estimation,Observe the reaction to Flea beetles and rate it,,Huaman1991:Def_8.1.7,CO_331:0000594,RnFB 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.7,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000725,RnSPLB_Et_1to9,SPFB,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.8,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000361,Reaction to Sweet potato leaf beetles,Biotic stress,The reaction of the plant to Sweet potato leaf beetles,,RnSPLB,,Plant,Reaction to Sweet potato leaf beetles,Legacy,Huaman1991:Def_8.1.8,CO_331:0000477,Visual estimation - Reaction of the plant to Sweet potato leaf beetles,Estimation,Observe the reaction to Sweet potato leaf beetles and rate it,,Huaman1991:Def_8.1.8,CO_331:0000595,RnSPLB 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.8,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000726,RnBTL_Et_1to9,BEETLES,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.9,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000362,Reaction to Beetles,Biotic stress,The reaction of the plant to Beetles,,RnBTL,,Plant,Reaction to Beetles,Legacy,Huaman1991:Def_8.1.9,CO_331:0000478,Visual estimation - Reaction of the plant to Beetles,Estimation,Observe the reaction to Beetles or rootworms and rate it,,Huaman1991:Def_8.1.9,CO_331:0000596,RnBTL 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.9,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000727,RnGrbW_Et_1to9,GRUBW,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.10,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000363,Reaction to Grubworm,Biotic stress,The reaction of the storage root to Grub worm,,RnGrbW,,Storage root,Reaction to Grub worm,Legacy,Huaman1991:Def_8.1.10,CO_331:0000479,Visual estimation - Reaction to Grubworm,Estimation,Observe the reaction of the storage root to Grubworm and rate it,,Huaman1991:Def_8.1.10,CO_331:0000597,RnGrbW 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.10,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000728,RnHrnw_Et_1to9,HORNW,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.11,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000364,Reaction to Hornworm,Biotic stress,The reaction of the storage root to Hornworm,,RnHrnw,,Storage root,Reaction to Horn worm,Legacy,Huaman1991:Def_8.1.11,CO_331:0000480,Visual estimation - Reaction to Hornworm,Estimation,Observe the reaction of the storage root to Hornworm and rate it,,Huaman1991:Def_8.1.11,CO_331:0000598,RnHrnw 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.11,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000729,RnAph_Et_1to9,APHIDS,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.12,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000365,Reaction to Aphids,Biotic stress,The reaction of the plant to Aphids,,RnAph,,Plant,Reaction to Aphids,Legacy,Huaman1991:Def_8.1.12,CO_331:0000481,Visual estimation - Reaction of the plant to Aphids,Estimation,Observe the reaction to Aphids and rate it,,Huaman1991:Def_8.1.12,CO_331:0000599,RnAph 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.12,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000730,RnSPWF_Et_1to9,SPWF,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.13,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000366,Reaction to Sweet potato whitefly,Biotic stress,The reaction of the plant to Sweet potato whitefly,,RnSPWF,,Plant,Reaction to Sweet potato whitefly,Legacy,Huaman1991:Def_8.1.13,CO_331:0000482,Visual estimation - Reaction of the plant to Sweet potato whitefly,Estimation,Observe the reaction to Sweet potato whitefly and rate it,,Huaman1991:Def_8.1.13,CO_331:00001024,RnSPWF 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.13,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000731,RnSPMth_Et_1to9,SPMOTH,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.14,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000367,Reaction to Sweet potato moth,Biotic stress,The reaction of the plant to Sweet potato moth,,RnSPMth,,Plant,Reaction to Sweet potato moth,Legacy,Huaman1991:Def_8.1.14,CO_331:0000483,Visual estimation - Reaction of the plant to Sweet potato moth,Estimation,Observe the reaction to Sweet potato moth and rate it,,Huaman1991:Def_8.1.14,CO_331:00001026,RnSPMth 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.14,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000732,RnMth_Et_1to9,MOTH,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.15,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000368,Reaction to Moth,Biotic stress,The reaction of the plant to Moth,,RnMth,,Plant,Reaction to Moth,Legacy,Huaman1991:Def_8.1.15,CO_331:0000484,Visual estimation - Reaction of the plant to Moth,Estimation,Observe the reaction to Moth and rate it,,Huaman1991:Def_8.1.15,CO_331:00001028,RnMth 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.15,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000733,RnSPSB_Et_1to9,SPSB,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.16,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000369,Reaction to Sweet potato stem borer,Biotic stress,The reaction of the plant to Sweet potato stem borer,,RnSPSB,,Plant,Reaction to Sweet potato stem borer,Legacy,Huaman1991:Def_8.1.16,CO_331:0000485,Visual estimation - Reaction of the plant to Sweet potato stem borer,Estimation,Observe the reaction to Sweet potato stem borer and rate it,,Huaman1991:Def_8.1.16,CO_331:00001030,RnSPSB 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.16,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000734,RnIns_Et_1to9,INSECTS,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.1.17,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000370,Reaction to Other insects,Biotic stress,The reaction of the plant to Other insects,,RnIns,,Plant,Reaction to Other insects,Legacy,Huaman1991:Def_8.1.17,CO_331:0000486,Visual estimation - Response of the plant to other insects,Estimation,Observe the reaction to Other insects and rate it,,Huaman1991:Def_8.1.17,CO_331:00001032,RnIns 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.1.17,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000735,RnRFN_Et_1to9,RENIN,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.2.2,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000371,Reaction to Reniform nematode,Biotic stress,The reaction of the plant to Reniform nematode,,RnRFN,,Plant,Reaction to Reniform nematode,Legacy,Huaman1991:Def_8.2.2,CO_331:0000487,Visual estimation - Reaction of the plant to Reniform nematode,Estimation,Observe the reaction to Reniform nematode and rate it,,Huaman1991:Def_8.2.2,CO_331:00001034,RnRFN 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.2.2,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000736,RnStN_Et_1to9,STINGN,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.2.3,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000372,Reaction to Sting nematode,Biotic stress,The reaction of the plant to Sting nematode,,RnStN,,Plant,Reaction to Sting nematode,Legacy,Huaman1991:Def_8.2.3,CO_331:0000488,Visual estimation - Reaction of the plant to Sting nematode,Estimation,Observe the reaction to Sting nematode and rate it,,Huaman1991:Def_8.2.3,CO_331:00001036,RnStN 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.2.3,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000737,RnBRR_Et_1to9,BRROT,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.2.4,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000373,Reaction to Brown ring rot,Biotic stress,The reaction of the plant to Brown ring rot,,RnBRR,,Plant,Reaction to Brown ring rot,Legacy,Huaman1991:Def_8.2.4,CO_331:0000489,Visual estimation - Reaction of the plant to Brown ring rot,Estimation,Observe the reaction to Brown ring rot and rate it,,Huaman1991:Def_8.2.4,CO_331:00001038,RnBRR 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.2.4,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000738,RnRLN_Et_1to9,ROOTLN,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.2.5,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000374,Reaction to Root lesion nematode,Biotic stress,The reaction of the plant to Root lesion nematode,,RnRLN,,Plant,Reaction to Root lesion nematode,Legacy,Huaman1991:Def_8.2.5,CO_331:0000490,Visual estimation - Reaction of the plant to Root lesion nematode,Estimation,Observe the reaction to Root lesion nematode and rate it,,Huaman1991:Def_8.2.5,CO_331:00001040,RnRLN 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.2.5,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000739,RnON_Et_1to9,NEMATODS,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.2.6,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000375,Reaction to other nematodes,Biotic stress,The reaction of the plant to other nematodes,,RnON,,Plant,Reaction to other nematodes,Legacy,Huaman1991:Def_8.2.6,CO_331:0000491,Visual estimation - Reaction of the plant to other nematodes,Estimation,Observe the reaction to Other nematodes and rate it,,Huaman1991:Def_8.2.6,CO_331:00001041,RnON 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.2.6,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000740,RnWLT_Et_1to9,WILT,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.3.1,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000376,Reaction to Wilt rot,Biotic stress,The reaction of the plant to Wilt rot,,RnWR,,Plant,Reaction to Wilt rot,Legacy,Huaman1991:Def_8.3.1,CO_331:0000492,Visual estimation - Reaction of the plant to Wilt rot,Estimation,Observe the reaction to Wilt rot and rate it,,Huaman1991:Def_8.3.1,CO_331:00001043,RnWR 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.3.1,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000741,RnFRS_Et_1to9,FUSSURF,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.3.2,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000377,Reaction to Fusarium surface rot,Biotic stress,The reaction of the plant to Fusarium surface rot,,RnFRS,,Plant,Reaction to Fusarium surface rot,Legacy,Huaman1991:Def_8.3.2,CO_331:0000493,Visual estimation - Reaction of the plant to Fusarium surface rot,Estimation,Observe the reaction to Fusarium surface rot and rate it,,Huaman1991:Def_8.3.2,CO_331:00001045,RnFRS 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.3.2,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000742,RnFRR_Et_1to9,FUSROOT,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.3.3,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000378,Reaction to Fusarium root rot,Biotic stress,The reaction of the plant to Fusarium root rot,,RnFRR,,Plant,Reaction to Fusarium root rot,Legacy,Huaman1991:Def_8.3.3,CO_331:0000494,Visual estimation - Reaction of the plant to Fusarium root rot,Estimation,Observe the reaction to Fusarium root rot and rate it,,Huaman1991:Def_8.3.3,CO_331:00001047,RnFRR 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.3.3,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000743,RnSBC_Et_1to9,SCLBLT,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.3.4,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000379,Reaction to Sclerotial blight and circular spot,Biotic stress,The reaction of the plant to Sclerotial blight and circular spot,,RnSBC,,Plant,Reaction to Sclerotial blight and circular spot,Legacy,Huaman1991:Def_8.3.4,CO_331:0000495,Visual estimation - Reaction of the plant to Sclerotial blight and circular spot,Estimation,Observe the reaction to Sclerotial blight and circular spot and rate it,,Huaman1991:Def_8.3.4,CO_331:00001049,RnSBC 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.3.4,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000744,RnBR_Et_1to9,BLACKROT,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.3.5,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000380,Reaction to Black rot,Biotic stress,The reaction of the plant to Black rot,,RnBR,,Plant,Reaction to Black rot,Legacy,Huaman1991:Def_8.3.5,CO_331:0000496,Visual estimation - Reaction of the plant to Black rot,Estimation,Observe the reaction to Black rot and rate it,,Huaman1991:Def_8.3.5,CO_331:00001051,RnBR 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.3.5,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000745,RnScrf_Et_1to9,SCURF,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.3.6,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000381,Reaction to Scurf,Biotic stress,The reaction of the plant to Scurf,,RnScrf,,Plant,Reaction to Scurf,Legacy,Huaman1991:Def_8.3.6,CO_331:0000497,Visual estimation - Reaction of the plant to Scurf,Estimation,Observe the reaction to Scurf and rate it,,Huaman1991:Def_8.3.6,CO_331:00001053,RnScrf 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.3.6,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000746,RnSR_Et_1to9,SOFTROT,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.3.7,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000382,Reaction to Soft rot,Biotic stress,The reaction of the plant to Soft rot,,RnSR,,Plant,Reaction to Soft rot,Legacy,Huaman1991:Def_8.3.7,CO_331:0000498,Visual estimation - Reaction of the plant to Soft rot,Estimation,Observe the reaction to Soft rot and rate it,,Huaman1991:Def_8.3.7,CO_331:00001055,RnSR 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.3.7,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000747,RnJBR_Et_1to9,JAVABR,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.3.8,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000383,Reaction to Java black rot,Biotic stress,The reaction of the plant to Java black rot,,RnJBR,,Plant,Reaction to Java black rot,Legacy,Huaman1991:Def_8.3.8,CO_331:0000499,Visual estimation - Reaction of the plant to Java black rot,Estimation,Observe the reaction to Java black rot and rate it,,Huaman1991:Def_8.3.8,CO_331:0000617,RnJBR 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.3.8,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
,CO_331:0000748,RnDDR_Et_1to9,DIAPORTHE,Evaluation in Trials,Root growing (RG),Legacy,Huaman1991:Def_8.3.9,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000384,Reaction to Diaporthe dry rot,Biotic stress,The reaction of the plant to Diaporthe dry rot,,RnDDR,,Plant,Reaction to Diaporthe dry rot,Legacy,Huaman1991:Def_8.3.9,CO_331:0000500,Visual estimation - Reaction of the plant to Diaporthe dry rot,Estimation,Observe the reaction to Diaporthe dry rot and rate it,,Huaman1991:Def_8.3.9,CO_331:0000618,RnDDR 5 pt. scale,Ordinal,,,,Huaman1991:Def_8.3.9,1 = Very low,3 = Low,5 = Intermediate,7 = High,9 = Very High,,,,,,,,,
